reader_id,content_id,time_spent
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,E3E0A3DA-7FF2-4C65-A3F8-1CD4F6AF1BA1,0 days 09:22:01
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,42B9945A-FC72-4D26-90DE-0A1A01F6491B,0 days 09:15:33
0CF5D479-4D62-408F-9CF4-F65878E62DB3,1DCD9D3B-D818-4AB8-B2A7-69C4E7165A9B,0 days 08:56:16
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,BD7F9F67-059A-428F-AA3C-21837DB78213,0 days 08:49:44
00A50978-B5C2-49BE-AB4C-B1C7E2C35C7C,D1157E47-7DBF-43E6-B68F-117B5E107A75,0 days 08:03:50
D943BABB-4992-495B-9260-3D07A93E4941,37705094-E620-46A8-A265-4B4104DC05E3,0 days 07:59:37
D82D2930-6758-4EBA-A2E9-54D1E5DF7FF6,663CC442-AE85-41A6-9132-7BCC56C751CB,0 days 07:58:16
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,EA9FD031-C3D1-4FD6-A70F-7E075FE20C91,0 days 07:51:42
34BE9ACF-D00A-42AF-9179-E2A33F2619E8,D3279E3D-7C0D-4173-A38B-28368E1E9808,0 days 07:05:00
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,3C04776F-A8CD-43B5-BA09-B9A7CDA926ED,0 days 07:03:46
D14E97BB-141A-4C66-B8FC-9CCD0336AA18,20D12BFE-B12C-4E0E-BFD4-378A8E30ABCF,0 days 06:37:44
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,940EBC9C-B698-48F6-AB2C-A24CE6FCC9FE,0 days 06:30:28
9F6369FC-EBC0-4AE4-81F2-5C56F6C24B86,9BEF6288-69B6-41D4-8FA2-B12C1C2DB637,0 days 06:09:54
3B38286D-08BD-4507-8FF2-4F23B4DAAE17,BA580286-9414-4135-B926-55E8638CFEBB,0 days 06:06:17
3B38286D-08BD-4507-8FF2-4F23B4DAAE17,977D8F43-FB99-4F17-A880-A78351DD2415,0 days 06:00:11
68257DC0-D30F-4DAE-98C1-EB36E0C59F63,AC95DA4E-1186-47D6-A527-FA5E7043C569,0 days 05:43:32
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,EB44D98B-C9BB-4247-9935-58E52FCEFCE5,0 days 05:40:20
3B38286D-08BD-4507-8FF2-4F23B4DAAE17,2FE8912B-32CB-410D-AB89-ABC4385F37D8,0 days 05:39:58
3B38286D-08BD-4507-8FF2-4F23B4DAAE17,2E45167C-1334-45EB-8557-8E9D6254C929,0 days 05:34:28
3B38286D-08BD-4507-8FF2-4F23B4DAAE17,D8012A0D-D1EE-49A5-88B5-D455B0A71DB6,0 days 05:30:01
88231FDC-1BB9-4AA7-8A9A-F2ED1063CBE3,3F71A154-54BD-4E73-869F-76A31760AC79,0 days 05:29:32
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,F5E46BA6-56F8-400F-9A6D-F1E690C7ABDE,0 days 05:20:49
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,389A5458-882D-4495-A357-CEDE0D02F711,0 days 05:19:38
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,1EAA85B9-FFA0-4F52-A41D-83487EF1892F,0 days 05:17:41
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,D1E74341-2F92-4C85-9047-8152C5520C99,0 days 05:17:08
0704E84C-94A6-4108-947F-38BABC7CBFB7,6D8A22EC-1CC7-4F8B-927D-16B2F26D34C2,0 days 05:16:34
88231FDC-1BB9-4AA7-8A9A-F2ED1063CBE3,FD4F491D-0C97-451F-8C60-911AB6CDF4BB,0 days 05:13:21
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,AECA70A2-DA78-4511-B62E-6D6E54B68E74,0 days 05:09:39
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,FEC80501-7712-4274-A5F8-5FD4B8DC8555,0 days 05:06:14
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,DD021247-7F75-41F4-AE87-B0C53F9C3C75,0 days 05:04:28
41FBFDF5-9ECC-4BB9-BB98-C69D75EC27E6,66DE0626-34E6-41C8-906D-3821CB4070C3,0 days 05:02:35
41FBFDF5-9ECC-4BB9-BB98-C69D75EC27E6,5150EB48-6A7A-427E-8D8B-3987A5C2CA1A,0 days 05:02:35
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,92CD6F44-A7E5-492D-B9CD-1B6FD0AD25EC,0 days 05:01:33
D836BA2D-FE5F-454B-9F33-48B955726BDC,A38DDDB3-6C1F-4386-BD57-D3D67F362A4E,0 days 04:57:46
D836BA2D-FE5F-454B-9F33-48B955726BDC,2F4B4CC7-7BA4-44DC-AE50-F67A7D0B1DF7,0 days 04:50:26
D836BA2D-FE5F-454B-9F33-48B955726BDC,2DDE1C69-C264-4ED2-9117-56ECB1877E97,0 days 04:47:53
58827F0D-85F1-46A6-9FAA-DDF6BED9029C,25B726FB-4715-4D4B-B46D-A6DE8DE3227C,0 days 04:42:07
D836BA2D-FE5F-454B-9F33-48B955726BDC,13114995-F235-4848-BFBD-D758A465CCD3,0 days 04:37:27
66CF003C-4355-4614-9E6A-5C31096B2990,E0022A9B-D832-4D89-AD1F-D4AAA7B3721E,0 days 04:32:19
3E58B7A0-28B3-4CD6-8983-3DD83F1F53CA,A4E235DE-292E-40F5-BFF4-C24B633BBD4C,0 days 04:27:04
E080BCAC-8092-498D-8F8A-200EA4BA7979,DAE1611E-079D-4FF9-BA1C-E9C0A0DCB469,0 days 04:25:20
F76A6257-6EB7-458A-8083-23F9A995101F,CACA1B1B-4DCB-45D1-9792-393F6722E02B,0 days 04:24:54
F76A6257-6EB7-458A-8083-23F9A995101F,09973F77-57B2-416D-A163-C43CAF34764A,0 days 04:21:54
F76A6257-6EB7-458A-8083-23F9A995101F,1B645FD5-B959-4537-937B-AC5ED7F34293,0 days 04:19:10
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,3AB399DC-CFFE-42D6-B9F7-C4417C8DAF3F,0 days 04:12:52
B828C06E-B7D8-4DB3-AB12-8BFF6E7525BE,FE2E82AB-CFEC-46C7-B1E8-12137BA7A689,0 days 04:12:14
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,8D1E6550-1CCB-402E-9ABD-3804ED8AFAFA,0 days 04:09:22
F76A6257-6EB7-458A-8083-23F9A995101F,97829A65-67AA-410F-9F9A-4B646DE3B09D,0 days 04:03:52
F76A6257-6EB7-458A-8083-23F9A995101F,D297EB73-F9D6-4A6C-BB5F-8CA6EA423383,0 days 04:01:25
F76A6257-6EB7-458A-8083-23F9A995101F,A1715F57-4955-412C-A172-EDD18F791F4E,0 days 03:57:42
F76A6257-6EB7-458A-8083-23F9A995101F,EA7AD49B-E700-4EED-8ACE-D2448CE0B459,0 days 03:57:00
F76A6257-6EB7-458A-8083-23F9A995101F,4F98DF33-C8F3-4CE3-8600-60F97336B617,0 days 03:51:05
25A79DD1-FF82-4799-8287-4C3BA030FC40,940EBC9C-B698-48F6-AB2C-A24CE6FCC9FE,0 days 03:50:49
EF10E475-E8E9-46DD-862B-A5CECA94B9D9,D72F1A77-BAD6-48B0-BDCE-84EC96220A35,0 days 03:47:09
C44BF2FA-8C4E-4B7E-A951-179082D02B25,C16980B2-197C-4BF5-930E-1EF70DA2667E,0 days 03:47:03
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,8A2E1CC9-26EA-4DCA-9165-606CB28FC3EE,0 days 03:44:41
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,51CE9E83-2BC5-4A3A-A0EA-46A16293EF1A,0 days 03:40:12
B660CECF-50CC-454A-A890-54E881518218,14B882D4-BE2B-4400-B763-F8DE57559EE1,0 days 03:39:16
6B069314-9E9D-4677-B2FC-F526DBE795B0,0A20A724-768C-4242-8B29-8E0D602A6011,0 days 03:38:49
25A79DD1-FF82-4799-8287-4C3BA030FC40,413C5ACB-C024-44F3-92FD-79256551ADF7,0 days 03:37:51
25A79DD1-FF82-4799-8287-4C3BA030FC40,878D183A-FD60-4347-BB28-6B5FE994D0D9,0 days 03:34:18
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,0DBC6D39-5C1B-40F8-B7D9-DCFEA4B8CD5B,0 days 03:33:06
25A79DD1-FF82-4799-8287-4C3BA030FC40,F76A3EB4-EA83-4057-BC6A-F88A4AA6A6E5,0 days 03:31:47
B7BD4295-B2BB-4F03-9F44-FF9307C9FB9A,23604F29-9455-4186-ABC1-D4FCDE8DA99B,0 days 03:21:19
2A8BFF9F-9742-4557-8294-08568BC886D1,727E862B-05DB-4EDC-95E9-13F82A6111CC,0 days 03:19:49
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,B99DF2EA-59FE-4C43-9946-DE04EC9FDDB9,0 days 03:19:40
6818B3D3-133E-4351-BBBB-F37F0BBB460F,59730104-19F8-4FEC-8F37-49262D8139ED,0 days 03:17:31
2352215A-2E2A-4B7D-8724-5984FDAF7ED1,BB642A22-DB4E-4026-8AD1-AA4A7E5D3038,0 days 03:15:26
299040A8-E93B-4CFB-827B-689C13955F0A,7FC4B825-D40F-4949-859A-D511DE0627F5,0 days 03:14:32
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,B1778791-AD1C-4339-823B-17CC992F112F,0 days 03:11:49
CEFBED33-AC21-470B-AD15-6357A27ADEB1,0153EAF2-5832-4736-846D-E52AE8E7FD5A,0 days 03:10:35
299040A8-E93B-4CFB-827B-689C13955F0A,A4E235DE-292E-40F5-BFF4-C24B633BBD4C,0 days 03:08:23
299040A8-E93B-4CFB-827B-689C13955F0A,727E862B-05DB-4EDC-95E9-13F82A6111CC,0 days 03:03:48
299040A8-E93B-4CFB-827B-689C13955F0A,5DE4EE47-AE2A-4B6C-BBA1-A621C0495B26,0 days 03:03:36
299040A8-E93B-4CFB-827B-689C13955F0A,F6FB38F9-E11C-43BF-9C95-5D5944E2D969,0 days 03:03:03
5A1396E1-4D11-444A-AE98-C6D562028173,2BB08735-8F26-4ED9-950C-FA6A62FD5879,0 days 03:01:25
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,6190C2CD-E18D-4443-B815-673A05C82922,0 days 03:00:26
A1FE71E6-639C-48F6-81BD-6A853E083D61,AA6F21FB-5AD1-4235-98C1-3C9BBC363962,0 days 03:00:22
CA633B33-32DD-472B-83CA-5BC58E7C89FE,018B89F8-D465-4CFC-B8C8-E01699E43030,0 days 02:59:21
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,244978CA-5E41-4EC6-B7D6-4E378829E88E,0 days 02:58:43
B7BD4295-B2BB-4F03-9F44-FF9307C9FB9A,F545F566-096E-472D-85CC-5EBDBD6996CF,0 days 02:56:06
5A0049CC-4842-45AE-998A-6F96A49AA39E,03CA93BA-58A3-413E-8BDF-9C6A1F9288C6,0 days 02:55:05
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,8A01B34A-ABE5-4005-B22C-49D9259B363F,0 days 02:54:45
299040A8-E93B-4CFB-827B-689C13955F0A,5DE14D46-DF39-4301-9950-61584F51CAB6,0 days 02:53:44
D674C742-597B-4CB0-9CA9-24DF321ED6BD,244525A6-F23E-4DA9-AFC9-7983747BDE42,0 days 02:52:45
299040A8-E93B-4CFB-827B-689C13955F0A,F2D8C2B2-391E-41EC-8686-D3EA7EA6E482,0 days 02:51:33
A1FE71E6-639C-48F6-81BD-6A853E083D61,6FE166B6-889C-4982-91BC-8671918404A8,0 days 02:50:54
1827D916-D4A8-4418-AACF-379DFC7C84F3,53423153-A815-48CE-8F3B-7167045C112D,0 days 02:50:42
C8027BC5-3C13-4C3F-88F7-6583A1CE4406,F867778A-D45A-4484-89AA-04C355DD20A7,0 days 02:48:05
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,0B0CABDE-F0D5-4E46-ADE3-085037C63079,0 days 02:46:25
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,40C4E65C-7458-4544-9F24-9C7390198EEE,0 days 02:43:33
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,60E272D6-26D8-48B4-A8B4-ECD77A29260F,0 days 02:43:25
299040A8-E93B-4CFB-827B-689C13955F0A,2ABE74AE-1827-4E0B-84EE-962F73E623A3,0 days 02:42:11
A1FE71E6-639C-48F6-81BD-6A853E083D61,344435B1-1749-4D84-AB84-477E535D916A,0 days 02:41:44
C8027BC5-3C13-4C3F-88F7-6583A1CE4406,9CD239D7-B0AB-4FC1-B62A-187DF1964C6D,0 days 02:41:00
299040A8-E93B-4CFB-827B-689C13955F0A,25FE1A4B-563F-4937-93F4-7D388F0B7FB4,0 days 02:40:23
C8027BC5-3C13-4C3F-88F7-6583A1CE4406,0EA76107-1A86-4218-B07C-24BA34A6F6EF,0 days 02:40:06
44CB7164-D4AF-4F90-B1CF-441C3497C3A9,6063B27D-CDCB-424D-B749-A21F4BDC7818,0 days 02:39:59
17A53BDD-556E-4B58-8DA2-555A05C8C7C2,D9D81ABE-D386-4289-BC19-CECC8B3412AA,0 days 02:39:54
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,AAB04369-4F5D-4D53-ADE5-4B3895A743CB,0 days 02:39:33
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,EBC834C8-D57E-4088-AA15-F0F981544411,0 days 02:39:12
4ADA8CB5-7FA3-4A73-9841-756046EA0CAF,02BDDC23-C822-421A-A422-2E1E161DDE28,0 days 02:37:43
5E20B7F7-BB19-49E3-A1F9-DF6CA6082F40,B3F45E9D-74FC-4A28-9012-A75D76B09ECC,0 days 02:36:56
17A53BDD-556E-4B58-8DA2-555A05C8C7C2,49F29DAA-3F37-4EAC-9617-24C70ADFA5F2,0 days 02:36:35
299040A8-E93B-4CFB-827B-689C13955F0A,FCA6494B-1DC6-4D8F-ADF2-B9D9483EF395,0 days 02:36:17
1827D916-D4A8-4418-AACF-379DFC7C84F3,0A71C224-0A58-4AB7-BDA9-1B5AB062570D,0 days 02:34:40
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,94A8E948-7824-4AA3-BD73-AD7D78BABBE9,0 days 02:34:31
A5E20B90-CFBD-4077-A8BD-51B2BE25884D,F7E88B65-ECB0-4606-8429-FDE269F02F42,0 days 02:33:14
14CD4307-7F24-4220-ADA9-3BB389749439,A9A68665-BACC-43C6-B209-271DDB5B6C70,0 days 02:32:30
03ABCAB4-1594-4249-B7CD-98EAA80ACC3B,CD5FE584-1E2D-4825-89D1-D52CFBB2C17E,0 days 02:30:41
E26E2566-5931-412A-9BD3-A466B3B1140C,593869F6-8E4D-4949-A7C4-E0DBA13C5865,0 days 02:30:07
886607F1-A056-484D-A098-96A5579CE145,FFDD541C-0D77-47A4-AA95-25BABFE36294,0 days 02:28:27
4ADA8CB5-7FA3-4A73-9841-756046EA0CAF,86991D34-1D22-46DC-ADB3-76DB85241344,0 days 02:27:52
8737D594-0658-494D-83F1-E1806AAFC93C,D2C9A234-B6BD-4F59-B172-12792906B02B,0 days 02:26:12
E3E0D94B-BFC9-4C05-8487-D719987826F4,6FCA5926-DE2A-4766-8847-DC0802295007,0 days 02:23:56
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,CC6653E2-B92A-45DC-998A-B57E5B3FF641,0 days 02:22:09
C0E7439B-EB99-47E0-AD68-62D88481494A,E0224215-6FC0-438F-BDAF-E310F3E23D4F,0 days 02:21:49
C446C3A9-904B-457C-9FC2-C4BE2899434E,4B59CEA1-10FE-4D28-8632-F02B97BEDD0D,0 days 02:21:02
F743D8C2-26EF-48C1-B4EF-C7EBA6BC5AB9,BF59A135-F136-4E3D-A48B-1A18920D7B4A,0 days 02:21:01
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,5F29C866-BFCC-4A5A-832E-BB646BE4894E,0 days 02:18:15
6742441B-AE61-49F3-B287-58D4D9B1A7B9,68994812-63AC-462E-8357-F56DBC558E7D,0 days 02:16:19
886607F1-A056-484D-A098-96A5579CE145,A5615A6A-AC7F-4107-B1E1-C80BF1872F4D,0 days 02:13:47
94F82AE2-174D-45B8-B0D2-99B04A7E8F78,3F451461-0A62-4FFB-8520-A15F395E56D8,0 days 02:12:24
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,82D32AAC-4B60-46F3-9A40-14A91E93C6CB,0 days 02:11:10
333C7A13-1FBA-4151-8DC4-F07BC87F3A37,A334246D-55D9-40C7-A1EB-C3A9C39944BB,0 days 02:08:42
253840A9-2C35-4AD2-B91B-A692735F9A82,07539006-75F0-4E34-B68B-229223991C34,0 days 02:07:52
DB9AB76F-4E78-474D-B15B-7B5F1DD1B7FB,84138E51-B1E7-4247-B9C4-D73F8CE75B30,0 days 02:05:53
029AB6CF-BDDA-43D8-BDC1-5611CBEC5A11,56A7F679-01C1-422B-B205-642FC28472DB,0 days 02:05:52
9B2BD1A7-E65C-49D4-A4BF-EBFF5806F3B4,B15ED144-5557-432E-963D-1624444F97A4,0 days 02:04:30
597E6B01-1DBA-49AC-9C7A-FDE778E61FB2,8C97B980-3001-4386-8F10-72C5816E4E2E,0 days 01:59:50
5167F5C3-32EA-41EA-8076-C4400C3F94D8,5EB24359-CD41-4AE5-9C80-8671E1451DF2,0 days 01:58:59
1AF81430-3066-45C7-9C7D-FADBA7665D1D,471946C7-6A45-4147-AD72-EB545D39FB1B,0 days 01:58:17
4ADA8CB5-7FA3-4A73-9841-756046EA0CAF,1E17152F-02CA-4E5C-91BE-7AB9F53B130A,0 days 01:57:07
2591A4CD-5E67-4DDE-94A8-7140BC3C794E,E6359A18-FD46-4A29-8E08-7972ABB08855,0 days 01:54:33
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,ED596536-4C53-4DE6-8FF0-A608D7AE3B19,0 days 01:52:57
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,C1BCAEA3-3D50-4E87-9AF7-4AF943FB617A,0 days 01:49:47
253840A9-2C35-4AD2-B91B-A692735F9A82,4D02D567-52C3-46FF-9F09-A2DBCCFC0542,0 days 01:48:36
638B9F7B-B4A9-416C-A7F6-722BE7EA5E70,68EBDD6E-1C0B-487C-9091-489DF465DD87,0 days 01:48:15
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,2C4A32E5-5123-415A-999A-FD0DD1D895E4,0 days 01:48:10
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,8F1997A6-94BB-4B56-A565-CF1F4909ADF6,0 days 01:47:47
D6DA4D83-E386-4466-ACA5-442F63E85CE0,8E91BA1C-B038-47B1-9A9C-CE2AF7883F6F,0 days 01:46:01
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,93972F31-43D1-4189-A09A-8AE5B4179924,0 days 01:45:51
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,FA54DEFB-A5F0-497B-92D0-E59083282C44,0 days 01:45:40
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,C3F1684F-1112-4B9A-9D98-FF16E000EA98,0 days 01:45:37
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,5EC2C322-0143-457D-BAF7-B3A4BDE4F08E,0 days 01:43:57
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,5150EB48-6A7A-427E-8D8B-3987A5C2CA1A,0 days 01:43:22
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,B888C657-4D9A-499D-9CBC-1F91CBC33704,0 days 01:42:17
A2296C54-9E63-4CED-B56A-80337CEE18A8,F5575935-221C-4D9F-AC22-0B218A60DCAD,0 days 01:41:50
F2424B31-660B-40B8-8A6D-D9B25A7DA061,E5FC25C3-2626-45CE-A42A-C2228868B5AB,0 days 01:40:58
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,633A5641-7522-478E-A4DC-861E9D45D2A8,0 days 01:39:57
6ADC07E1-57AA-4B04-A54C-6CD1B6DE8E17,D0624192-ABBA-47D8-94F3-E002F5323907,0 days 01:39:20
32BC7373-4F01-4F21-97F1-245F88D1E1DE,60307558-D7D6-4C2B-B38B-08A755516FF2,0 days 01:38:38
9ABEFF2C-31F5-410D-93B2-C73AA9578E05,353EEAD5-0533-4740-A355-2F71921413E1,0 days 01:38:32
